PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PFGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PCEL,PLEL,TLEL,PREL,TREL,PCOL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PMGS,PQGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PTPS,PLSS,PTSS,PWSS,PFTS,PMTS,PQTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
7,6,7,6,10,Keary,Colbert,230,90,0,72,25,87,0,5,17327,21,17327,85,22,1,0,0,82,0,8,8,78,0,0,84,4,30,1015,90,28,25,29,0,11,41,5,0,0,88,0,1,0,1,231,100,2,2,4,3,30,0,0,85,2,4,72,4,0,2,14,45,84,0,0,56,2,1,93,11,53,71,64,0,0,0,0,0,25,70,0,28,0,38,0,0,0,22,1,3,3,100,15,0,0,0,11,0,0,230,0,73,47,999,25,0,-31,0,0,168
2,2,2,2,13,Drew,Carter,100,82,0,39,13,93,0,5,17339,21,17339,94,23,3,0,0,65,0,8,8,68,0,0,87,3,31,1015,65,15,20,23,0,0,45,0,0,0,70,8,8,8,8,156,100,2,2,3,0,40,0,0,18,1,3,39,3,0,5,10,34,89,0,0,54,0,1,95,11,46,66,41,0,0,0,0,0,10,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,100,0,76,44,999,28,0,-31,2,0,152
5,5,5,5,10,Michael,Gaines,90,82,0,0,11,72,0,5,17352,21,17352,67,24,1,0,0,75,0,8,8,75,0,0,73,6,31,1015,80,40,44,47,0,3,65,0,0,0,84,8,3,8,3,225,100,0,0,3,0,25,0,0,47,2,3,0,3,0,7,10,26,80,0,0,64,0,1,83,10,70,62,44,2,2,2,2,16,16,13,31,25,17,15,0,23,37,16,0,4,4,0,68,20,7,15,24,0,18,90,0,74,115,999,4,0,-31,0,0,183
5,5,0,0,10,C,#66,91,72,0,0,9,69,0,7,17391,21,17391,51,23,18,0,0,87,0,8,8,31,0,0,53,1,63,1009,85,25,81,73,0,12,26,0,1,0,79,0,0,0,0,217,100,0,0,3,3,25,0,0,66,2,3,0,3,0,15,14,22,22,0,0,12,0,1,95,8,76,64,60,2,2,2,2,31,28,11,34,40,48,20,31,17,34,0,0,7,7,23,75,19,66,51,0,15,7,91,0,76,137,999,0,0,-31,1,0,140
7,2,7,2,22,Chris,Gamble,620,96,0,145,10,95,0,1,17472,21,17472,92,21,0,0,0,88,0,8,8,76,0,0,96,6,28,1015,92,62,24,35,0,7,44,0,0,0,90,9,9,9,9,156,100,2,2,5,0,32,0,0,20,0,5,145,5,0,1,21,54,94,0,0,53,0,1,90,13,55,77,45,0,0,0,0,0,20,75,0,8,0,26,0,0,0,20,0,16,16,100,0,0,25,0,0,0,0,620,1,73,38,651,82,0,-31,0,0,182
7,4,7,4,24,Terrell,Buckley,76,82,0,0,25,88,0,0,170,22,170,88,33,1,0,1,78,2,0,0,65,0,0,86,5,5,1009,73,49,15,16,0,7,30,0,0,0,94,0,0,0,0,64,100,4,4,1,0,60,0,0,27,2,1,0,1,0,1,23,49,81,12,1019,52,0,1,76,20,47,79,85,0,0,0,0,15,45,100,30,26,13,40,8,50,27,16,0,16,16,86,29,9,18,0,29,2,3,76,2,70,20,70,50,0,-31,0,0,173
2,2,2,2,31,Rosevelt,Colvin,2500,87,0,600,17,82,0,5,252,22,252,80,26,13,0,0,81,1,0,0,54,0,0,77,5,16,1009,65,86,26,50,0,3,16,0,0,0,92,0,0,0,0,169,100,0,0,5,0,25,0,0,59,2,6,600,6,0,4,18,71,54,5,1024,34,0,1,80,33,79,87,83,0,0,0,0,0,35,62,24,50,12,16,0,100,27,9,0,13,13,0,27,30,1,0,20,16,25,2500,0,75,90,102,0,1,-31,0,0,78
7,7,7,7,23,Corey,Dillon,2112,96,0,336,15,91,2,1,264,22,264,90,28,0,0,0,90,1,0,0,64,0,0,85,5,13,2,90,17,47,42,0,7,90,0,0,0,77,0,1,0,1,252,100,0,0,3,0,15,0,0,28,2,4,336,4,0,2,34,82,82,7,1026,88,6,1,78,29,75,89,84,0,0,0,0,0,40,56,0,26,0,28,0,0,0,24,0,1,1,0,24,5,100,0,24,0,5,2112,1,73,65,122,10,0,-31,0,0,94
5,3,5,3,23,Keith,Traylor,200,50,0,48,16,60,0,1,407,22,407,48,34,15,0,0,94,2,0,0,19,0,0,45,5,6,1009,72,90,20,29,0,2,29,0,0,0,78,0,0,0,0,275,100,0,3,2,0,45,0,0,98,1,2,48,2,0,3,29,77,44,12,1057,20,7,1,89,29,92,87,87,0,0,0,0,58,15,0,24,28,56,23,0,0,21,39,0,12,12,100,40,50,0,66,31,0,15,200,0,74,180,454,0,0,-31,0,0,173
4,4,4,4,26,Rodney,Harrison,1415,93,0,270,15,93,0,5,594,22,594,82,31,0,0,0,92,2,1,1,60,0,0,84,3,14,1009,79,93,24,40,0,8,36,0,0,0,67,7,0,7,0,244,100,0,0,5,0,1,0,0,37,1,6,270,6,0,5,32,89,71,10,1033,42,0,1,98,24,69,97,95,2,2,2,2,20,25,43,36,8,16,33,9,45,25,6,0,18,18,100,46,5,41,0,24,19,12,1415,0,73,60,210,12,1,-31,0,0,227
4,4,4,4,26,Wilbert,Brown,40,51,0,0,28,69,0,0,610,22,610,54,27,18,0,0,75,1,0,0,17,0,0,44,6,63,1009,60,15,79,77,0,3,10,0,0,0,83,6,6,6,6,80,100,0,0,1,0,24,0,0,60,2,1,0,1,0,15,26,36,9,3,1017,24,0,1,95,12,87,71,67,4,4,4,4,36,29,19,62,34,32,38,22,78,52,23,0,6,6,0,100,62,77,33,0,0,40,40,0,74,160,999,0,1,-31,0,0,180
4,4,4,4,23,Mike,Cloud,54,71,0,0,22,87,0,0,654,22,654,86,28,7,0,0,76,1,1,1,65,0,0,80,3,23,1009,78,23,30,32,0,0,72,0,0,0,71,0,0,0,0,20,100,3,3,1,0,45,0,0,21,2,1,0,1,0,2,34,37,70,5,1023,72,0,1,100,34,66,70,65,0,0,0,0,0,19,66,0,30,0,42,0,0,0,26,0,1,1,0,0,5,100,0,9,0,15,54,0,70,45,999,70,1,-31,0,0,153
7,2,7,2,27,Jeff,Burris,79,91,0,3,22,82,0,1,696,22,696,85,32,8,0,0,70,2,0,0,60,0,0,82,5,27,1009,72,53,17,42,0,1,30,0,0,0,79,0,0,0,0,152,100,4,3,1,2,45,0,0,29,2,1,3,1,0,1,33,40,80,10,1020,48,0,1,88,17,44,75,85,0,0,0,0,7,15,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,79,0,72,30,999,15,0,-31,0,0,177
5,7,5,7,33,Tyrone,Poole,665,85,0,200,28,93,0,7,697,22,697,93,32,2,0,0,76,2,0,0,75,0,0,92,5,22,1009,75,46,20,38,0,7,23,0,0,0,57,0,0,0,0,265,100,6,4,3,0,1,0,0,38,2,4,200,4,0,1,27,62,74,8,1053,45,0,1,95,25,44,85,87,0,0,0,0,10,5,75,25,19,11,10,0,72,9,13,0,16,16,77,39,0,52,0,12,8,7,665,0,68,28,645,0,1,-31,0,0,170
7,6,7,6,17,Larry,Izzo,120,69,1,0,11,70,0,6,827,22,827,69,29,11,0,0,66,1,0,0,43,0,0,69,0,63,1009,65,76,26,56,1,3,23,0,1,0,87,3,3,3,3,171,100,0,0,1,0,1,0,0,53,2,2,0,2,0,15,30,27,49,7,1035,25,0,1,95,28,69,69,76,5,5,5,5,19,21,19,12,41,10,54,0,79,3,27,0,14,14,100,15,70,70,2,46,0,17,120,0,70,68,999,0,3,-31,0,0,131
3,3,3,3,15,J.J.,Stokes,66,85,0,0,21,80,0,0,967,22,967,82,31,9,1,1,73,2,0,0,74,0,0,79,4,10,1009,78,26,26,37,0,0,52,0,0,0,84,0,0,0,0,226,100,3,3,1,0,47,0,0,85,2,1,0,1,0,1,25,32,86,9,1056,50,0,1,65,21,52,69,74,0,0,0,0,0,5,93,0,25,0,37,0,0,0,16,0,3,3,100,39,0,0,0,0,0,0,66,0,76,65,432,30,1,-31,0,0,161
7,7,7,7,18,Roman,Phifer,75,75,0,0,31,84,0,0,1109,22,1109,77,36,7,0,0,80,2,0,0,54,0,0,80,4,4,1009,76,88,27,45,0,3,31,0,0,0,65,0,0,0,0,226,100,3,3,1,2,25,0,0,95,1,1,0,1,0,2,32,66,54,13,1052,33,0,1,90,25,76,87,85,2,2,1,1,15,42,58,64,32,40,29,4,100,26,42,0,14,14,100,87,63,54,10,11,0,11,75,0,74,88,352,0,3,-31,0,0,161
4,2,4,2,27,Joseph,Andruzzi,300,65,0,48,31,68,0,7,1233,22,1233,52,28,18,0,0,83,1,1,1,19,0,0,45,0,63,1009,78,18,89,87,2,3,25,0,2,0,59,0,0,0,0,265,100,3,3,2,0,25,0,0,63,0,3,48,3,0,15,22,68,30,7,1010,23,0,1,98,20,91,86,84,2,2,2,2,36,29,19,62,34,32,38,22,78,52,23,0,8,8,0,100,62,77,33,0,0,40,300,0,75,152,999,0,4,-31,0,0,128
4,4,4,4,28,Kevin,Faulk,1500,88,0,240,25,90,0,5,1302,22,1302,90,28,4,0,0,85,1,5,5,80,0,0,89,4,15,1015,79,29,33,31,0,7,70,0,0,0,75,3,3,3,3,106,100,3,3,6,0,10,0,0,33,2,6,240,6,0,2,34,61,72,5,1027,75,0,1,98,25,62,80,81,0,0,0,0,23,10,30,52,26,18,23,0,55,24,7,0,1,1,16,38,5,34,0,34,27,22,1500,0,68,42,147,74,5,-31,0,0,105
5,7,5,7,18,Troy,Brown,884,95,0,160,24,90,0,1,1306,22,1306,90,32,0,0,0,87,2,0,0,93,0,0,91,4,2,1015,81,13,26,28,0,0,42,0,0,0,72,0,0,0,0,110,100,0,0,3,0,1,0,0,80,2,4,160,4,0,7,19,70,77,11,1016,62,0,1,98,24,44,86,91,0,0,0,0,17,1,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,884,0,70,36,56,85,11,-31,0,0,50
7,7,7,7,20,Willie,McGinest,303,65,0,34,19,80,0,1,1313,22,1313,77,32,0,1,0,92,2,0,0,50,0,0,78,4,4,1015,67,90,30,44,0,3,26,0,0,0,70,2,3,2,3,231,100,0,0,1,0,1,0,0,55,2,1,34,1,0,1,19,78,63,10,1046,27,0,1,87,16,75,90,92,2,2,2,2,15,39,0,45,8,20,41,0,65,38,6,0,13,13,0,67,50,95,0,67,0,38,303,0,77,110,306,0,10,-31,0,0,291
5,7,5,7,31,Ted,Johnson,65,78,0,0,21,71,0,7,1316,22,1316,70,31,12,0,1,91,2,0,0,48,0,0,68,0,25,1015,44,90,28,42,1,3,37,0,2,0,73,3,2,3,2,41,100,0,0,1,0,1,0,0,52,1,1,0,1,0,2,32,64,60,9,1037,35,0,1,91,36,79,86,90,2,2,2,2,0,40,17,24,39,0,25,0,52,25,0,0,14,14,0,19,88,73,0,24,0,22,65,0,76,93,253,0,9,-31,0,0,128
7,7,7,7,30,Tedy,Bruschi,459,80,0,60,30,78,0,7,1318,22,1318,73,31,10,0,0,97,2,0,0,65,0,0,73,1,25,1015,79,90,30,55,2,3,34,0,2,0,91,2,2,2,2,8,100,3,3,2,0,30,0,0,54,0,3,60,3,0,3,15,70,65,8,1018,37,0,1,93,20,77,89,92,2,2,2,2,15,42,58,64,32,40,29,4,100,26,42,0,14,14,100,87,63,54,10,11,0,11,459,0,73,87,62,0,8,-31,0,0,138
5,7,5,7,28,Ty,Law,1840,98,1,256,22,95,0,5,1319,22,1319,95,30,0,0,0,85,2,0,0,79,0,0,93,4,23,1015,93,68,15,35,0,7,34,0,0,0,61,0,0,0,0,117,100,0,0,3,0,1,0,1,24,0,4,256,4,0,1,15,91,89,9,1043,50,0,1,60,24,56,98,96,2,2,2,2,8,22,58,38,26,7,27,0,34,20,15,0,16,16,100,39,0,36,1,20,16,11,1840,0,71,40,276,10,9,-31,0,0,268
0,0,0,0,15,Adam,Vinatieri,540,92,1,63,90,50,0,7,1323,22,1323,49,31,0,0,0,43,1,0,0,29,0,0,52,1,63,1009,88,19,22,18,0,0,20,0,2,0,88,0,0,0,0,180,100,3,3,2,0,65,0,0,4,1,3,63,3,0,15,29,54,29,8,1058,21,0,1,99,94,40,96,92,0,0,0,0,1,0,92,3,11,11,17,0,0,0,13,0,19,19,100,0,0,0,10,0,0,0,540,0,72,42,462,0,8,-31,0,0,401
0,0,0,0,96,Tom,Brady,2025,93,0,280,17,60,0,7,1327,22,1327,57,26,0,0,1,91,1,0,0,43,0,0,60,1,33,1015,93,33,19,34,0,1,54,0,2,0,84,0,0,0,0,117,100,3,3,3,0,30,0,1,12,0,4,280,4,0,6,91,99,47,4,1014,56,0,1,99,18,62,95,95,1,1,2,2,0,8,58,32,12,0,26,19,9,7,13,0,0,0,37,54,0,22,0,16,16,0,2025,0,76,65,48,0,4,-31,0,0,37
2,2,2,2,25,Adrian,Klemm,240,61,0,78,20,64,0,5,1340,22,1340,54,27,15,0,0,85,1,0,0,32,0,0,55,3,15,1015,72,26,87,85,0,3,35,0,0,0,90,0,0,0,0,76,100,3,3,1,0,26,0,0,70,1,3,78,3,0,2,20,56,29,4,1041,19,0,1,91,14,90,80,75,0,0,0,0,17,34,0,54,16,41,30,0,63,58,6,0,5,5,54,100,26,100,25,55,45,16,240,0,75,152,999,0,4,-31,0,0,152
2,2,2,2,29,Je'Rod,Cherry,66,70,0,0,29,75,0,5,1400,22,1400,79,31,7,0,0,71,2,1,1,52,0,0,77,4,10,1009,68,65,17,55,0,0,30,0,0,0,72,8,8,8,8,28,100,3,3,1,0,32,0,0,30,2,1,0,1,0,2,20,17,74,8,1022,46,0,1,100,24,56,63,63,0,0,0,0,10,12,43,36,8,16,33,9,45,25,6,0,18,18,100,46,5,41,0,24,19,12,66,0,73,50,999,0,3,-31,0,0,161
6,5,6,5,20,Christian,Fauria,381,75,0,30,14,70,0,7,1610,22,1610,68,32,4,0,0,86,2,0,0,80,0,0,65,2,7,1009,69,37,62,65,0,6,65,0,2,0,54,0,0,0,0,41,100,3,3,2,0,40,0,0,88,2,3,30,3,0,2,15,54,57,9,1028,66,0,1,68,15,75,86,80,0,0,0,0,6,35,50,45,18,29,0,17,54,27,9,0,4,4,23,63,20,86,11,0,12,11,381,0,76,90,638,8,2,-31,0,0,147
0,0,0,0,23,Josh,Miller,500,88,0,100,92,47,0,7,1678,22,1678,43,33,7,0,0,35,1,0,0,29,0,0,42,0,63,1009,81,25,32,24,0,0,23,0,2,0,71,0,0,0,0,8,100,3,3,5,0,55,1,0,8,1,5,100,5,0,15,23,40,26,8,1047,27,0,1,99,88,33,89,81,0,0,0,0,1,1,90,45,25,17,24,0,37,16,18,0,20,20,100,46,0,0,0,19,19,0,500,0,76,60,371,0,0,-31,0,0,125
4,4,4,4,20,Mike,Vrabel,183,70,0,9,15,75,0,7,1700,22,1700,70,28,12,0,0,78,1,1,1,65,0,0,70,1,31,1009,79,88,18,49,0,3,28,0,2,0,84,0,0,0,0,156,100,6,6,2,0,1,0,0,50,1,3,9,3,0,3,32,71,58,7,1059,33,0,1,96,24,81,87,90,0,0,0,0,0,29,33,46,7,24,12,0,15,0,25,0,15,15,24,45,21,31,5,8,11,16,183,0,76,101,640,0,3,-31,0,0,139
4,4,4,4,21,Patrick,Pass,54,79,0,0,11,82,0,7,12156,22,12156,83,26,10,0,0,73,1,1,1,59,0,0,77,5,33,1015,82,11,51,56,0,8,67,0,0,0,67,0,0,0,0,70,100,3,3,1,0,50,0,0,35,2,1,0,1,0,7,30,56,71,4,1049,70,0,1,95,15,64,73,55,2,2,2,2,0,36,63,0,42,7,31,0,0,0,31,0,2,2,0,7,5,75,2,14,0,6,54,0,70,57,999,79,4,-31,0,0,170
1,0,1,0,21,Russ,Hochstein,300,51,0,30,22,65,0,4,14199,22,14199,50,26,14,0,0,40,1,0,0,32,0,0,49,0,20,1009,34,18,86,85,0,3,27,0,2,0,0,6,3,6,3,142,100,0,0,3,0,1,0,0,71,2,3,30,3,0,5,15,57,13,3,1034,21,0,1,95,21,87,81,80,4,0,4,0,57,24,0,58,37,26,47,36,84,47,15,0,6,6,9,58,76,84,33,25,67,23,300,0,76,145,999,0,2,-31,0,0,125
6,6,6,6,19,Matt,Light,208,63,0,90,18,82,0,7,14214,22,14214,57,26,20,0,0,91,1,0,0,21,0,0,57,1,17,1015,82,19,94,89,0,3,20,0,2,0,0,0,0,0,0,169,100,0,0,1,0,1,0,0,72,1,3,90,3,0,2,23,75,11,3,1044,21,11,1,90,25,89,89,83,2,2,2,2,31,28,11,34,40,48,20,31,17,34,0,0,5,5,23,75,19,66,51,0,15,7,208,0,76,145,999,0,3,-31,0,0,136
6,6,6,6,25,Rodney,Bailey,130,74,0,0,19,76,0,14,14248,22,14248,66,24,11,2,0,81,1,1,1,25,0,0,64,4,18,1009,78,80,20,16,0,12,19,4,0,0,0,0,0,0,0,156,100,0,0,1,3,1,0,0,96,2,1,0,1,0,6,21,57,57,3,1012,18,6,1,95,27,84,82,74,2,2,2,2,2,25,22,7,22,10,37,0,34,15,22,0,11,11,0,10,9,0,17,16,0,9,130,0,75,140,999,0,0,-31,0,0,164
4,4,4,4,22,Richard,Seymour,1190,80,1,200,29,87,0,2,14280,22,14280,69,24,9,0,1,85,1,1,1,22,0,0,70,3,6,1015,87,87,17,17,0,3,27,2,0,0,80,3,3,3,3,70,100,3,3,3,0,15,0,0,93,2,5,200,5,0,1,30,89,51,3,1055,17,4,1,99,33,90,96,85,2,2,2,2,43,43,19,37,46,34,29,0,29,48,8,0,11,11,0,86,34,100,15,51,27,11,1190,0,78,150,400,0,3,-31,0,0,355
4,4,4,4,15,Daniel,Graham,700,85,0,50,10,85,0,5,14832,22,14832,77,25,5,0,0,68,0,1,1,84,0,0,79,5,21,1015,86,24,55,56,0,6,65,0,0,0,75,0,0,0,0,41,100,0,0,3,0,1,0,0,82,1,5,50,5,0,1,25,53,75,2,1031,74,0,1,76,10,72,85,70,2,2,2,2,0,25,29,2,35,3,31,0,50,0,19,0,4,4,0,41,5,100,0,19,0,2,700,1,75,97,187,15,2,-31,0,0,172
0,0,0,0,79,Rohan,Davey,169,85,0,28,16,70,0,5,14940,22,14940,61,26,1,0,0,74,0,0,0,24,0,0,61,6,19,1015,78,27,18,15,0,1,58,0,0,0,70,0,0,0,0,106,100,0,0,2,0,25,0,0,6,2,4,28,4,0,4,91,47,50,2,1025,58,0,1,95,12,64,73,62,2,2,2,2,16,20,58,5,14,0,15,0,0,0,11,0,0,0,0,18,0,50,1,13,66,5,169,0,74,85,999,10,2,-31,0,0,179
7,7,7,7,19,Deion,Branch,272,90,0,44,16,92,0,5,15299,22,15299,92,24,1,0,0,78,0,1,1,87,0,0,92,6,33,1015,87,27,20,25,0,8,48,0,0,0,78,8,8,8,8,105,100,3,3,2,2,15,0,0,83,2,4,44,4,0,2,15,66,85,2,1015,59,0,1,95,16,50,84,79,0,0,0,0,17,10,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,272,0,69,33,389,81,2,-31,0,0,38
4,4,4,4,22,Jarvis,Green,120,58,0,18,14,78,0,5,15609,22,15609,67,25,13,0,0,65,0,0,0,33,0,0,70,6,28,1015,77,82,23,21,0,12,24,0,0,0,75,0,0,0,0,106,100,3,3,1,3,25,0,0,97,2,3,18,3,0,4,22,59,50,2,1032,28,0,1,95,15,84,83,64,2,2,2,2,2,25,22,7,22,10,37,0,34,15,22,0,10,10,0,10,9,0,17,16,0,9,120,0,75,130,999,0,2,-31,0,0,179
2,2,2,2,15,David,Givens,38,85,0,0,18,89,0,5,15658,22,15658,89,23,5,0,0,88,0,5,5,82,0,0,90,4,42,1015,88,16,29,25,0,0,52,0,0,0,74,0,0,0,0,152,100,0,0,1,0,1,0,0,87,2,1,0,1,0,7,25,57,86,2,1029,54,0,1,95,21,60,80,72,2,2,2,2,0,20,79,0,17,0,28,0,0,0,18,0,3,3,0,0,0,33,0,0,0,0,38,0,72,52,999,55,2,-31,0,0,169
1,1,1,1,22,Steve,Neal,30,82,0,0,11,67,0,7,15696,22,15696,54,26,10,0,0,50,0,0,0,23,0,0,57,0,63,1009,80,21,83,78,0,3,22,0,0,0,0,6,6,6,6,265,100,0,0,1,0,25,0,0,61,2,1,0,1,0,15,18,36,19,2,1048,20,0,1,95,14,83,71,62,0,0,0,0,12,15,21,31,27,38,27,57,50,23,35,0,8,8,0,94,25,66,19,39,0,4,30,0,76,145,999,10,2,-31,0,0,128
6,6,6,6,14,Tom,Ashworth,30,77,0,0,19,65,0,7,15733,22,15733,56,26,16,0,0,85,0,0,0,29,0,0,50,0,63,1009,72,24,89,86,0,3,32,0,2,0,75,2,2,2,2,41,100,0,0,1,0,1,0,0,68,2,1,0,1,0,15,37,62,32,2,1011,32,0,1,95,27,89,83,82,2,2,2,2,36,38,23,58,45,23,48,9,39,65,16,0,9,9,39,51,46,79,34,17,58,37,30,0,78,145,999,0,2,-31,0,0,125
5,4,5,4,15,Matt,Chatham,60,78,0,0,21,70,0,0,16008,22,16008,69,29,4,0,1,60,1,1,1,44,0,0,67,0,63,1009,75,81,9,51,2,3,24,0,2,0,61,2,2,2,2,151,100,0,0,1,0,1,0,0,58,2,1,0,1,0,15,16,33,47,4,1021,21,0,1,100,22,71,69,70,2,2,2,2,19,21,19,12,41,10,54,0,79,3,27,0,15,15,100,15,70,70,2,46,0,17,60,0,76,90,999,0,4,-31,0,0,129
2,7,2,7,30,David,Patten,330,86,0,90,19,89,0,5,16015,22,16015,92,29,2,0,0,78,1,0,0,83,0,0,87,5,63,1009,75,12,25,24,0,0,43,0,0,0,80,0,0,0,0,243,100,3,3,2,0,50,0,0,86,2,3,90,3,0,15,30,54,80,7,1050,62,0,1,91,15,48,79,78,0,0,0,0,17,15,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,330,0,70,30,345,60,3,-31,0,0,315
4,4,4,4,23,Ty,Warren,1000,70,0,95,25,75,0,5,16559,22,16559,65,23,16,0,0,78,0,0,0,29,0,0,65,5,13,1015,72,84,21,22,0,12,23,0,0,0,0,0,8,0,8,215,100,0,0,4,3,20,0,0,94,0,5,95,5,0,1,16,59,61,1,1060,20,0,1,96,15,85,83,69,2,2,2,2,39,16,7,41,49,10,60,0,56,37,25,0,10,10,20,100,35,62,38,0,0,22,1000,0,76,140,999,0,1,-31,0,0,170
2,4,2,4,24,Bethel,Johnson,400,88,0,175,33,95,0,7,16575,22,16575,98,25,1,0,0,72,0,1,1,78,0,0,88,6,13,1015,87,11,30,26,0,0,44,0,0,0,64,8,8,8,8,215,100,3,3,4,0,35,0,0,81,1,5,175,5,0,2,28,52,84,1,1036,58,0,1,95,19,48,78,69,0,0,0,0,0,5,79,0,17,0,28,0,0,0,18,0,3,3,0,0,0,33,0,0,0,0,400,0,71,40,633,90,1,-31,0,0,179
0,0,0,0,5,Lonnie,Paxton,277,90,0,0,13,47,0,7,16583,22,16583,51,25,13,0,0,59,0,0,0,27,0,0,56,0,63,1009,75,25,80,74,0,3,7,0,0,0,67,0,0,0,0,265,100,0,0,4,0,55,0,0,66,2,5,0,5,0,15,14,24,43,2,1051,7,0,1,100,13,82,65,64,2,2,2,2,36,27,29,73,17,43,20,0,6,63,0,0,7,7,0,100,13,82,37,15,20,9,277,0,74,100,999,0,2,-31,1,0,125
2,2,2,2,16,Dan,Klecko,169,68,0,32,28,76,0,4,16687,22,16687,67,23,9,0,0,68,0,0,0,32,0,0,64,0,20,1015,80,77,36,55,0,3,21,0,4,0,87,0,0,0,0,208,100,3,6,3,0,30,0,0,90,0,4,32,4,0,4,28,31,49,1,1040,21,0,1,95,28,84,68,69,0,0,0,0,8,30,44,46,18,16,43,0,100,32,17,0,15,15,31,66,22,72,20,11,40,17,169,0,71,123,643,0,1,-31,0,0,132
3,3,3,3,30,Eugene,Wilson,400,90,0,200,31,90,0,0,16688,22,16688,90,23,17,0,0,77,0,0,0,68,0,0,89,5,4,1015,87,65,23,23,0,7,22,0,0,0,88,8,8,8,8,84,100,3,3,4,0,15,0,0,26,2,5,200,5,0,2,33,73,87,1,1061,48,0,1,95,28,54,86,77,2,2,2,2,10,10,75,25,19,11,10,0,72,9,13,0,17,17,77,39,5,52,0,12,8,7,400,0,70,35,646,54,1,-31,0,0,170
5,2,5,2,25,Asante,Samuel,170,88,0,32,28,93,0,14,17073,22,17073,91,23,10,0,0,71,0,0,0,75,0,0,91,6,23,1015,89,54,21,24,0,7,53,0,0,0,81,8,8,8,8,225,100,3,3,3,0,45,0,0,22,2,4,32,4,0,4,22,60,87,1,1054,44,0,1,88,25,46,84,78,0,0,0,0,0,5,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,170,0,70,25,999,77,1,-31,0,0,179
5,5,5,5,27,Daniel,Koppen,148,76,0,12,18,74,0,7,17102,22,17102,54,25,9,0,0,78,0,0,0,15,0,0,56,1,29,1015,77,20,89,86,0,3,15,0,3,0,74,2,2,2,2,20,100,0,0,3,0,1,0,0,67,2,4,12,4,0,5,17,63,48,1,1042,15,0,1,87,31,87,85,80,0,0,0,0,22,28,25,36,24,25,27,0,50,16,36,0,7,7,0,51,50,75,9,45,0,3,148,0,74,136,999,0,1,-31,0,0,137
2,2,2,2,21,Brandon,Gorin,30,39,0,0,20,54,0,5,17148,22,17148,49,25,15,0,0,73,0,0,0,26,0,0,49,4,63,1009,40,26,77,79,0,3,32,0,0,0,62,0,0,0,0,169,100,0,0,1,0,25,0,0,76,2,1,0,1,0,15,29,23,28,2,1030,25,0,1,79,27,85,65,62,2,2,2,2,10,32,35,35,11,50,1,36,60,25,17,0,9,9,23,100,21,78,29,25,31,10,30,0,78,142,999,0,1,-31,0,0,162
4,4,4,4,29,Shawn,Mayer,20,70,0,0,11,81,0,4,17250,22,17250,83,25,3,0,0,77,0,0,0,51,0,0,83,0,63,1009,81,59,23,18,0,8,30,0,0,0,75,0,2,0,2,164,100,0,0,1,0,30,0,0,23,2,1,0,1,0,15,23,18,67,1,1045,42,0,1,80,14,56,60,54,2,2,2,2,0,16,46,13,36,0,38,0,5,0,30,0,17,17,20,29,5,21,0,8,0,27,20,0,72,42,999,0,1,-31,0,0,125
4,4,4,4,14,Tully,Banta-Cain,140,75,0,48,30,79,0,2,17259,22,17259,74,23,9,0,1,78,0,1,1,55,0,0,70,3,25,1015,80,73,18,51,0,3,28,0,0,0,82,0,0,0,0,28,100,4,4,3,0,30,0,0,48,2,4,48,4,0,7,31,24,63,1,1013,30,0,1,83,30,67,65,58,0,0,0,0,29,44,55,50,20,18,44,0,75,29,22,0,13,13,33,72,5,55,1,41,9,38,140,1,74,90,999,0,1,-31,0,0,154
